GeneSymbol,log2FoldChange,pvalue,padj
METTL24,-0.62,0.917250,1.000000
AKR7A2,0.05,0.517225,1.000000
MRTO4,0.08,0.309342,1.000000
NNAT,0.48,0.287124,1.000000
USE1,-0.10,0.261166,1.000000
MCF2L2,-0.07,0.795261,1.000000
NRIP2,0.09,0.793098,1.000000
LAMA3,-0.56,0.007983,0.165423
AP5M1,0.43,0.000000,0.000011
ANAPC4,0.00,0.985100,1.000000
KCNQ1,-0.22,0.077251,0.766743
TRAPPC3,0.03,0.751102,1.000000
THRAP3,0.04,0.501512,1.000000
PHPT1,-0.02,0.825247,1.000000
ENTPD2,-0.16,0.946083,1.000000
LY75,0.08,0.411381,1.000000
ARID4B,0.01,0.914165,1.000000
OPN3,-0.09,0.541621,1.000000
SDCCAG8,-0.14,0.097024,0.865417
PTPRN,0.00,1.000000,1.000000
HHAT,0.15,0.555676,1.000000
KIF1B,0.05,0.629875,1.000000
FOXC1,-0.13,0.658154,1.000000
TBC1D22A,0.06,0.454217,1.000000
SYNE2,-0.24,0.117764,0.948783
PLEKHH1,-0.12,0.265447,1.000000
ATP9A,0.56,0.474749,1.000000
SPO11,0.00,1.000000,1.000000
CBLN4,,,
CHRDL2,2.56,0.193800,1.000000
FAM168A,-0.12,0.107587,0.912433
RELT,0.63,0.000000,0.000000
GALC,-0.02,0.788679,1.000000
NOP58,0.06,0.428567,1.000000
SZRD1,0.09,0.095942,0.861573
KCNH2,-0.76,0.000000,0.000000
CUL1,0.13,0.038375,0.511955
FAM114A2,-0.06,0.530513,1.000000
CYFIP2,0.56,0.662451,1.000000
TAB2,0.04,0.551482,1.000000
GINM1,-0.08,0.305866,1.000000
EIF2AK2,-0.11,0.179855,1.000000
USP36,0.08,0.327318,1.000000
KMT2C,0.01,0.910043,1.000000
MCOLN3,-0.25,0.026083,0.394211
CCDC85A,,,
PUM2,-0.03,0.556752,1.000000
MRPL43,-0.05,0.578526,1.000000
ITIH4,0.80,0.384535,1.000000
ITIH1,0.97,0.456103,1.000000
HPF1,0.01,0.919782,1.000000
ZFR,-0.14,0.163191,1.000000
ZNF280C,0.06,0.597460,1.000000
NPFFR2,,,
PHF21B,0.00,1.000000,1.000000
TRAF1,0.23,0.399193,1.000000
RC3H2,-0.05,0.510144,1.000000
IL17RB,0.16,0.578462,1.000000
TRAF3IP2,-0.08,0.344798,1.000000
GYG2,-0.05,0.476488,1.000000
DCBLD2,0.06,0.503226,1.000000
SERPINB3,,,
SOAT1,0.41,0.000000,0.000000
PKP2,0.11,0.940328,1.000000
MSH4,0.00,1.000000,1.000000
F7,,,
GDI2,0.03,0.697148,1.000000
PRDM1,-0.29,0.098017,0.869387
ATG5,0.28,0.004494,0.105045
TMCC3,-0.16,0.771172,1.000000
PITHD1,0.02,0.791017,1.000000
MTA3,0.08,0.371503,1.000000
USP13,0.03,0.724636,1.000000
ATP11B,0.11,0.096993,0.865417
LAMC2,0.57,0.000000,0.000000
CDK14,0.15,0.109288,0.919587
SEC61A1,-0.02,0.744233,1.000000
PPP1R12A,-0.05,0.445100,1.000000
RASGRF1,-0.41,0.027892,0.411117
CAMK2B,0.26,0.541467,1.000000
CROCC,0.21,0.132692,0.999200
POLR3E,0.16,0.002484,0.066155
ATP2B4,0.04,0.597948,1.000000
ZC3H11A,-0.39,0.584374,1.000000
RIOK2,0.09,0.455197,1.000000
YIPF1,0.06,0.550106,1.000000
NDC1,0.19,0.002550,0.067388
DGKG,0.31,0.007167,0.151531
FLYWCH1,0.25,0.001432,0.041824
UNKL,-0.17,0.123200,0.967045
TBXAS1,0.11,0.372754,1.000000
PARP12,-0.14,0.216880,1.000000
ALDH18A1,0.00,0.944263,1.000000
TARBP1,-0.03,0.695259,1.000000
GATB,0.17,0.140491,1.000000
MXD1,-0.27,0.014406,0.255864
CDK17,-0.05,0.650588,1.000000
DNAJC25,0.34,0.010878,0.207751
SLC2A3,0.57,0.007570,0.158523
PSD,0.00,0.999824,1.000000
CTDP1,-0.14,0.026943,0.401839
YBX3,-0.10,0.054739,0.637959
STYK1,-1.35,0.334454,1.000000
WNK1,0.02,0.837429,1.000000
RPS17P5,0.72,0.219642,1.000000
CCAR1,0.17,0.006128,0.134007
OGFR,0.35,0.000000,0.000019
GNA15,-0.41,0.000019,0.000968
CREB3L3,-1.91,0.209071,1.000000
PIGV,-0.27,0.007357,0.154846
PTPRU,-0.33,0.002156,0.058976
SNRNP40,0.09,0.342196,1.000000
RIMBP2,,,
COL11A1,0.82,0.798535,1.000000
QSER1,0.01,0.936621,1.000000
MPC1,0.37,0.000001,0.000046
ACAA1,0.06,0.513920,1.000000
BCAT1,0.13,0.312339,1.000000
HDAC7,0.07,0.410182,1.000000
LZTS1,-0.38,0.621182,1.000000
PRDM6,0.66,0.474636,1.000000
WNT8A,0.59,0.706491,1.000000
SPAG4,-0.02,0.965663,1.000000
NCKAP1,0.75,0.501053,1.000000
MRPS35,0.13,0.170867,1.000000
GUCY1B3,,,
SFSWAP,0.04,0.431451,1.000000
TNK2,-0.01,0.894223,1.000000
MON2,-0.12,0.212099,1.000000
CDH3,-1.15,0.119230,0.952528
ARSF,-1.20,0.489150,1.000000
GPBP1,0.22,0.006471,0.139408
DGAT2,-0.25,0.005178,0.117352
ZNF112,-0.60,0.821226,1.000000
CS,0.20,0.000047,0.002124
LTK,-0.62,0.000000,0.000000
MRPS24,0.92,0.133183,1.000000
ELMO2,-0.10,0.050889,0.610683
WAPL,0.04,0.518293,1.000000
VMP1,-0.08,0.333041,1.000000
APPBP2,0.02,0.703132,1.000000
POLD1,0.16,0.018597,0.309563
SEZ6,0.66,0.577766,1.000000
EIF4B,0.05,0.209171,1.000000
SLC6A16,-0.46,0.418659,1.000000
GLTSCR1,0.34,0.003906,0.094146
SPHK2,0.05,0.701270,1.000000
RPL18,0.04,0.549866,1.000000
CA11,-0.04,0.911667,1.000000
ISOC2,0.24,0.019167,0.315890
U2AF2,0.01,0.863621,1.000000
EPN1,0.19,0.004597,0.106881
MED29,0.11,0.093790,0.852243
AHRR,-0.39,0.060326,0.675796
GSC2,1.47,0.127905,0.983443
ZNF275,0.48,0.000000,0.000000
MTMR1,-0.07,0.362002,1.000000
GPC1,-0.01,0.919501,1.000000
ADCK1,0.22,0.048052,0.589889
HAGH,-0.04,0.614996,1.000000
RNF4,0.24,0.000139,0.005718
CASP8,0.15,0.057302,0.655818
LIMCH1,0.82,0.889736,1.000000
ASUN,0.00,0.945867,1.000000
TM7SF3,-0.11,0.062376,0.687907
DLX3,-1.16,0.620838,1.000000
SPA17,-0.11,0.529028,1.000000
TSPAN32,-0.59,0.000388,0.013931
WISP2,0.10,0.959509,1.000000
DMRT3,-0.53,0.051976,0.618434
ST3GAL6,0.36,0.000398,0.014203
ATP2C2,0.37,0.717167,1.000000
NGFR,-0.62,0.840433,1.000000
CDON,-0.16,0.268432,1.000000
TAF2,0.12,0.143864,1.000000
HIPK2,0.57,0.000001,0.000043
TNPO3,0.08,0.122149,0.962215
BORCS8-MEF2B,-1.33,0.419327,1.000000
RFXANK,0.10,0.233952,1.000000
TMEM161A,-0.03,0.767476,1.000000
LPAR2,0.21,0.207123,1.000000
CTSA,0.00,0.975964,1.000000
SUGP2,0.10,0.257932,1.000000
SLC12A2,0.23,0.044866,0.566987
SNX24,0.11,0.426252,1.000000
EYA2,,,
CNN2,-0.49,0.000000,0.000000
ABCA7,-0.29,0.055681,0.644344
SNCAIP,-1.34,0.525194,1.000000
DDX20,0.01,0.807554,1.000000
BTBD1,0.23,0.001811,0.050582
FAR2,0.37,0.000010,0.000547
BCAS1,-0.12,0.878754,1.000000
POU1F1,0.82,0.889736,1.000000
CHI3L2,-0.46,0.475938,1.000000
SBNO2,-0.02,0.757776,1.000000
PMS1,-0.02,0.788656,1.000000
HMG20B,0.19,0.015696,0.272192
CALCRL,-0.62,0.917250,1.000000
TAF11,0.02,0.748071,1.000000
ANKS1A,-0.10,0.163582,1.000000
AP3D1,0.13,0.016242,0.279092
ZNF76,0.04,0.564417,1.000000
SLC9A3R2,-0.19,0.120656,0.957632
NTHL1,0.03,0.835695,1.000000
UHRF1BP1,-0.06,0.608003,1.000000
GNAI3,-0.04,0.585899,1.000000
IPO5,0.12,0.069299,0.727458
OAT,0.04,0.737095,1.000000
WDR3,0.08,0.271627,1.000000
PKN2,0.01,0.862908,1.000000
WDR18,0.03,0.754813,1.000000
TRAM2,-0.10,0.201309,1.000000
NTN1,-0.12,0.834820,1.000000
GLP2R,,,
MCM10,-0.15,0.132824,0.999523
DGKA,0.11,0.302992,1.000000
ERBB3,-1.25,0.062921,0.691561
ROPN1,,,
ANKRD44,0.08,0.370515,1.000000
KARS,0.09,0.155180,1.000000
ADAT1,-0.07,0.420869,1.000000
PDIA5,-0.24,0.005048,0.114978
TBC1D22B,0.05,0.442475,1.000000
NDUFB4,0.02,0.800850,1.000000
SPEN,0.01,0.909085,1.000000
MYLK,0.89,0.201186,1.000000
ZC3H15,0.07,0.524397,1.000000
MAP2K4,-0.05,0.531447,1.000000
TMEM206,-0.08,0.375456,1.000000
SNAP91,-1.47,0.313772,1.000000
SLK,0.01,0.882639,1.000000
CYB5R4,0.11,0.164092,1.000000
COL17A1,0.82,0.843737,1.000000
GSTO2,0.78,0.411935,1.000000
SEC61A2,-0.16,0.358710,1.000000
PRKCQ,-0.56,0.000453,0.015801
TLE2,-1.74,0.350932,1.000000
ASB1,0.19,0.004400,0.103394
FAM107B,0.08,0.283250,1.000000
ME1,0.01,0.890282,1.000000
TBC1D1,0.22,0.000014,0.000737
CDK13,0.10,0.156175,1.000000
MTHFD2,0.17,0.509928,1.000000
SLC9A7,-0.78,0.185314,1.000000
FOXJ2,-0.01,0.914497,1.000000
YBX1,0.08,0.187422,1.000000
PDE4A,0.03,0.710798,1.000000
PPP2R5A,0.17,0.010961,0.208813
CTNNA2,2.10,0.000009,0.000504
ELAVL1,-0.02,0.671657,1.000000
TIE1,0.88,0.338840,1.000000
DIP2B,-0.06,0.540626,1.000000
SMARCD1,0.01,0.819590,1.000000
KDM4A,0.18,0.002609,0.068375
NFYC,-0.05,0.260485,1.000000
ZMYND12,0.11,0.756476,1.000000
SLC9A3,-0.13,0.609678,1.000000
NGEF,0.57,0.687250,1.000000
ASPM,0.09,0.406818,1.000000
CD84,0.15,0.042000,0.544641
ELOVL1,0.09,0.193596,1.000000
SPI1,0.14,0.042726,0.550012
ZNRD1,-0.11,0.517837,1.000000
MPPED2,,,
CLDN18,-0.31,0.710019,1.000000
ZBTB11,0.03,0.663066,1.000000
ATXN3,-0.07,0.582144,1.000000
GOLGA5,0.01,0.939701,1.000000
FGFR2,0.82,0.761801,1.000000
LRRC40,-0.03,0.807348,1.000000
ISOC1,-0.06,0.528603,1.000000
EML1,-0.15,0.650715,1.000000
TRMT11,-0.07,0.537764,1.000000
THUMPD1,0.06,0.332838,1.000000
MSANTD3,-0.04,0.635627,1.000000
KIF26A,0.00,1.000000,1.000000
ATG2B,-0.01,0.960068,1.000000
ARFGEF1,-0.04,0.634942,1.000000
ACSM2B,0.00,1.000000,1.000000
ZFAT,0.33,0.000161,0.006414
MTFR1,-0.12,0.096601,0.865186
STAG3,0.52,0.005784,0.128056
FECH,-0.22,0.007761,0.161713
MYO9A,-0.07,0.620755,1.000000
DDX3Y,-0.01,0.898601,1.000000
PFKP,0.13,0.121974,0.961407
IDI1,-0.04,0.745656,1.000000
SP100,1.23,0.000000,0.000000
KLF6,0.22,0.236848,1.000000
PLPP1,0.27,0.541605,1.000000
NEO1,-0.06,0.710999,1.000000
TRAM1,-0.08,0.310701,1.000000
PHKA1,0.00,1.000000,1.000000
TNFRSF1A,-0.16,0.009309,0.185627
CACNB1,0.88,0.000000,0.000000
EVI5,-0.03,0.702498,1.000000
STOML1,-0.23,0.346953,1.000000
PKM,0.43,0.000000,0.000000
DHX29,0.09,0.179567,1.000000
DNTTIP2,0.08,0.474756,1.000000
METTL22,-0.18,0.030185,0.434678
TP53BP1,0.08,0.280145,1.000000
TRO,0.56,0.836967,1.000000
RRP15,0.01,0.867423,1.000000
RHOA,-0.03,0.481556,1.000000
DHX8,0.06,0.488858,1.000000
PMS2P4,-0.34,0.256335,1.000000
PRKCZ,-0.04,0.817520,1.000000
ZFY,0.10,0.323566,1.000000
IARS2,-0.01,0.914727,1.000000
SYT1,,,
NAV3,0.21,0.015926,0.275051
IDH3G,0.18,0.004248,0.100586
ROGDI,0.13,0.238919,1.000000
PDZD4,-0.03,0.954482,1.000000
ATP2B3,0.02,0.810802,1.000000
ROCK1,0.20,0.052372,0.621509
CBFB,-0.01,0.789069,1.000000
PDK3,0.09,0.339181,1.000000
HYAL2,-0.19,0.107862,0.913119
HDAC4,0.27,0.000314,0.011549
RASSF1,0.05,0.617850,1.000000
FGFR3,-0.85,0.000000,0.000000
IFI35,-0.04,0.748005,1.000000
HEATR6,0.08,0.345054,1.000000
COASY,0.02,0.680395,1.000000
PLEKHH3,0.13,0.281698,1.000000
MEF2A,-0.08,0.382585,1.000000
OTUD5,0.10,0.061838,0.684153
TFE3,0.82,0.000000,0.000000
TBC1D25,-0.06,0.622957,1.000000
ACSL4,0.07,0.292243,1.000000
INPP5A,-0.31,0.000000,0.000032
GPKOW,0.10,0.147259,1.000000
GRIPAP1,0.25,0.000809,0.026272
FTSJ1,0.07,0.279144,1.000000
PRR11,0.09,0.277618,1.000000
REEP1,0.01,0.976757,1.000000
ATP11A,0.05,0.618090,1.000000
POLR1A,0.16,0.056827,0.652169
LAPTM4A,0.10,0.125938,0.977158
TTC7A,-0.22,0.001310,0.038656
IP6K2,-0.02,0.680655,1.000000
STON1-GTF2A1L,,,
SRBD1,-0.15,0.097302,0.866203
KIF2A,-0.06,0.433957,1.000000
RASGRP2,0.04,0.577482,1.000000
PSME4,0.02,0.796736,1.000000
IFT80,0.03,0.814230,1.000000
SIRT2,-0.15,0.006185,0.134791
ERLEC1,-0.07,0.330092,1.000000
PPP2R5B,0.01,0.958919,1.000000
PYGM,-0.28,0.321558,1.000000
PAGE1,-0.62,0.917250,1.000000
PITX1,-0.22,0.111299,0.927861
TRPC7,0.00,1.000000,1.000000
MAST4,-0.28,0.730890,1.000000
ADGRF5,1.31,0.825398,1.000000
SDK2,-0.92,0.519596,1.000000
ADAM7,,,
NUP133,-0.08,0.199997,1.000000
NUCKS1,-0.03,0.601624,1.000000
VPS35,-0.01,0.923891,1.000000
DNAJA2,0.21,0.000199,0.007723
BCL3,-0.40,0.080824,0.787690
KCNAB2,0.10,0.061747,0.683954
ABCC9,0.00,1.000000,1.000000
GAL,-0.03,0.735524,1.000000
CLEC2D,0.08,0.652844,1.000000
FUNDC1,0.00,1.000000,1.000000
MAOB,,,
RORA,-0.61,0.248931,1.000000
DRD4,0.16,0.815976,1.000000
TGFBR3,-0.03,0.747129,1.000000
PLA2G10,0.38,0.764345,1.000000
HES2,-0.92,0.000154,0.006184
ATP1B3,0.08,0.264909,1.000000
NEDD4,0.04,0.706872,1.000000
PIGB,-0.22,0.019751,0.321893
MAPK6,-0.08,0.294745,1.000000
GNB5,-0.28,0.000599,0.020292
RAB27A,-0.31,0.000000,0.000000
CECR5,0.26,0.001063,0.032710
UFD1L,-0.08,0.354134,1.000000
LRP6,-0.13,0.242325,1.000000
GUCY2C,-1.80,0.169892,1.000000
SCT,-1.54,0.332536,1.000000
PHRF1,0.00,0.967097,1.000000
IKBKAP,-0.10,0.133956,1.000000
NUCB2,-0.28,0.009536,0.189141
PFN2,-0.11,0.902632,1.000000
PTPN3,-0.54,0.005302,0.119293
SPTB,-0.99,0.161092,1.000000
DAPP1,0.15,0.181612,1.000000
FGF10,0.26,0.041463,0.539542
SLC44A1,-0.40,0.000000,0.000000
TMEM260,-0.15,0.071146,0.737282
SMG6,-0.05,0.716509,1.000000
EXOC5,0.01,0.846255,1.000000
CLTCL1,-0.01,0.860949,1.000000
FGF22,-1.72,0.193640,1.000000
FSTL3,0.03,0.886438,1.000000
DGCR2,0.08,0.188244,1.000000
RNF126,0.01,0.868304,1.000000
MNT,0.00,0.999041,1.000000
ZXDC,0.00,0.990048,1.000000
JMJD6,0.03,0.791489,1.000000
POLB,0.07,0.622627,1.000000
ST6GALNAC1,-0.13,0.925184,1.000000
WIPI1,0.77,0.000000,0.000000
FRMPD1,0.00,1.000000,1.000000
GBA2,0.38,0.000000,0.000000
NDST1,0.04,0.648408,1.000000
ASNS,-0.08,0.820983,1.000000
AP3M2,-0.22,0.077086,0.766124
CNGB1,1.35,0.424714,1.000000
ST6GALNAC2,-0.47,0.075517,0.758360
CHAT,3.19,0.050916,0.610683
PABPC1,0.24,0.000000,0.000000
TESK2,-0.38,0.021463,0.343338
CFAP20,-0.15,0.078103,0.770824
CSNK2A2,-0.01,0.933027,1.000000
PTPN21,0.08,0.584446,1.000000
EIF2B3,0.08,0.536028,1.000000
CAMK2A,0.67,0.282629,1.000000
TCOF1,0.14,0.107236,0.910897
CDC42,0.07,0.278488,1.000000
OSBPL3,-0.18,0.498147,1.000000
EPHA8,0.00,1.000000,1.000000
SLC12A3,1.26,0.471034,1.000000
RAD18,-0.04,0.603137,1.000000
ATP2B1,0.09,0.310123,1.000000
TRPM5,-1.90,0.228585,1.000000
NCK2,0.10,0.082834,0.796876
MAP4K4,-0.18,0.002177,0.059473
MGAT4A,0.90,0.000000,0.000000
RPL31,0.03,0.844205,1.000000
WDR1,0.08,0.098868,0.872918
SNX13,-0.10,0.091928,0.842456
MS4A12,0.76,0.897754,1.000000
ARHGAP10,0.26,0.426882,1.000000
RPS6KA2,0.19,0.555387,1.000000
ING3,-0.13,0.282460,1.000000
VASH1,0.39,0.000025,0.001228
LMCD1,0.00,1.000000,1.000000
WBSCR22,-0.04,0.483691,1.000000
SEL1L,-0.03,0.717315,1.000000
TRIP13,-0.02,0.802243,1.000000
ATP6AP1,-0.06,0.269388,1.000000
TCF3,-0.11,0.085314,0.810961
TRIB2,-0.41,0.674793,1.000000
DAZAP1,0.23,0.000001,0.000036
MBD3,-0.04,0.630677,1.000000
PRLH,-0.70,0.836936,1.000000
HLTF,0.03,0.682132,1.000000
FAM50A,0.08,0.273237,1.000000
FAM3A,-0.08,0.350674,1.000000
CPSF1,0.05,0.482785,1.000000
MYO3B,-0.18,0.869091,1.000000
CYBRD1,-0.28,0.002510,0.066665
CDH19,,,
PDCD2,0.01,0.836381,1.000000
SLC6A15,,,
RDH11,0.17,0.000856,0.027425
PRKACA,0.23,0.000014,0.000726
ADGRL1,0.14,0.202461,1.000000
SPP2,,,
ACTN1,-0.01,0.876613,1.000000
ZFYVE26,0.07,0.425254,1.000000
RPS6KA6,0.00,1.000000,1.000000
EPN2,0.40,0.037291,0.501886
PTPN18,0.06,0.237883,1.000000
LIMS2,2.24,0.069435,0.728271
ASIC4,-0.06,0.961487,1.000000
SPEG,0.01,0.984476,1.000000
LNX1,1.12,0.000061,0.002723
ALDH3A2,0.09,0.219435,1.000000
TFRC,-0.17,0.039421,0.522014
SREBF1,-0.06,0.340569,1.000000
TRPC5,0.10,0.986142,1.000000
AFF4,-0.04,0.751967,1.000000
UBE2D1,0.21,0.015442,0.269294
MPP5,0.06,0.532789,1.000000
RHOBTB1,-0.06,0.591929,1.000000
SMC1A,0.03,0.701579,1.000000
HSD17B10,0.13,0.151427,1.000000
MARK2,0.09,0.157613,1.000000
HMMR,0.05,0.640453,1.000000
CHFR,0.03,0.522492,1.000000
TRHDE,0.33,0.003220,0.080514
P4HA2,-0.47,0.010840,0.207350
FCGR2B,-0.62,0.917250,1.000000
NFATC3,-0.07,0.464963,1.000000
TRNT1,0.08,0.365873,1.000000
ACADVL,0.02,0.819028,1.000000
STK10,-0.02,0.794623,1.000000
FBXW11,0.03,0.645157,1.000000
ACAP1,0.06,0.612657,1.000000
CRMP1,-0.62,0.905450,1.000000
EVC,2.63,0.192036,1.000000
DERL2,-0.02,0.790590,1.000000
SIDT1,-0.36,0.159464,1.000000
NDE1,0.03,0.605042,1.000000
MRVI1,-0.38,0.169507,1.000000
TMEM38A,0.89,0.000001,0.000060
AP1M1,-0.10,0.114342,0.937928
PVR,-0.13,0.127099,0.980825
XRCC1,-0.12,0.067457,0.718160
SCARB1,0.85,0.000000,0.000000
CYP2W1,-0.68,0.000000,0.000000
MCM2,-0.08,0.244506,1.000000
MOV10L1,-0.59,0.514738,1.000000
PANX2,-0.19,0.409576,1.000000
SELO,-0.12,0.239964,1.000000
TP63,1.15,0.354565,1.000000
ALPK1,0.05,0.614922,1.000000
LLGL2,-0.01,0.868358,1.000000
PDE8A,0.06,0.572474,1.000000
CLCN4,0.07,0.723774,1.000000
NLE1,0.01,0.945340,1.000000
SDHA,0.20,0.023712,0.368472
SMARCE1,-0.06,0.516471,1.000000
FNDC8,1.39,0.198639,1.000000
GSDMB,-0.04,0.859313,1.000000
KDM5A,0.03,0.649375,1.000000
ADAM11,0.03,0.883947,1.000000
PPP2R3A,-0.44,0.326134,1.000000
FERMT2,-0.29,0.819474,1.000000
ABCB11,-0.05,0.903822,1.000000
DHRS9,-0.11,0.382281,1.000000
CD5L,0.00,1.000000,1.000000
PTGS2,-0.24,0.246095,1.000000
IGF2BP2,-0.12,0.018770,0.311401
MAP3K13,-0.01,0.850513,1.000000
ST6GAL1,-0.04,0.588687,1.000000
TBX21,1.96,0.321513,1.000000
VDAC1P1,0.28,0.361874,1.000000
FRY,-0.28,0.007819,0.162666
PICALM,0.07,0.136194,1.000000
NSF,0.39,0.000000,0.000000
GLI2,,,
CLASP1,0.14,0.098574,0.871877
MRPS34,0.07,0.405984,1.000000
NOTCH3,0.07,0.934434,1.000000
CLNS1A,0.01,0.873435,1.000000
PPP2R2C,-1.22,0.555554,1.000000
TEAD2,-0.03,0.898952,1.000000
EED,0.15,0.117983,0.949937
CDHR2,0.50,0.450401,1.000000
SNCB,0.41,0.738043,1.000000
TSG101,-0.06,0.428627,1.000000
NCBP3,0.03,0.694476,1.000000
ATP2A3,-0.14,0.088471,0.826111
CA12,-0.26,0.743445,1.000000
MGLL,0.45,0.000000,0.000000
NTN4,0.00,1.000000,1.000000
BCS1L,0.07,0.433690,1.000000
NUAK1,-0.41,0.117593,0.948215
DPP8,0.02,0.835427,1.000000
SLC24A1,-0.05,0.732490,1.000000
ZNF532,-0.02,0.863283,1.000000
SCARF1,0.91,0.076518,0.763306
LMAN1,-0.08,0.251548,1.000000
HACD3,-0.02,0.821513,1.000000
IPCEF1,0.84,0.000000,0.000000
ZZEF1,0.17,0.063352,0.694103
NOX3,0.09,0.984808,1.000000
ENO1,0.15,0.080940,0.788349
SLC12A1,4.29,0.000000,0.000000
MYDGF,0.02,0.829013,1.000000
ANO8,0.11,0.504993,1.000000
TUBE1,0.03,0.925511,1.000000
ARHGEF10L,0.31,0.000486,0.016855
TXK,0.49,0.267409,1.000000
WSCD2,,,
KCNQ2,0.82,0.889736,1.000000
TACR2,0.26,0.724830,1.000000
ACTR6,0.04,0.734537,1.000000
TIPIN,0.00,0.994805,1.000000
SRI,-0.06,0.529225,1.000000
EIF4G3,-0.05,0.605204,1.000000
NUP37,-0.15,0.230884,1.000000
SEMA3A,-0.15,0.204281,1.000000
GTSE1,0.15,0.030056,0.433158
SEMA3C,-0.01,0.983288,1.000000
TTC38,-0.01,0.915449,1.000000
ACAT1,0.07,0.578058,1.000000
GRAMD4,-0.37,0.000000,0.000000
CELSR1,-0.44,0.000006,0.000332
WNT8B,0.80,0.472548,1.000000
ZNF638,0.08,0.296417,1.000000
SLC25A40,0.01,0.830274,1.000000
TIMM21,0.29,0.004758,0.109622
ADD2,0.11,0.141106,1.000000
FGF4,,,
RASAL2,0.14,0.196897,1.000000
VPS9D1,0.15,0.115632,0.941651
ZNF37A,0.13,0.237207,1.000000
MARK3,0.22,0.000029,0.001391
SLC25A3,0.15,0.008395,0.171508
FNDC3B,-0.15,0.075871,0.760294
FOSL2,0.10,0.389441,1.000000
CACNG5,-0.61,0.886924,1.000000
CACNG4,-1.27,0.717951,1.000000
FRYL,-0.14,0.164968,1.000000
TMEM131,-0.01,0.921583,1.000000
FSCN1,-0.36,0.000005,0.000305
ACTB,-0.07,0.280486,1.000000
MOCOS,0.73,0.639911,1.000000
PLD1,-0.34,0.000077,0.003333
ATP12A,0.00,1.000000,1.000000
WDR62,0.03,0.770559,1.000000
DLG1,0.11,0.169633,1.000000
RAB7A,0.03,0.646495,1.000000
BCAP29,0.16,0.705984,1.000000
SEC31B,0.32,0.325196,1.000000
SART3,0.04,0.371466,1.000000
ARHGAP15,-0.17,0.082511,0.796290
TUBA3D,-1.78,0.047433,0.586707
PAX2,,,
EXOSC7,0.16,0.109776,0.920991
KIFAP3,-0.24,0.002554,0.067438
MKRN2,0.01,0.844387,1.000000
MCM6,-0.05,0.476475,1.000000
REXO2,0.01,0.911620,1.000000
RBM7,0.14,0.123011,0.966503
RBMS2,0.05,0.569090,1.000000
BAZ2A,0.00,0.973753,1.000000
PTPN23,0.28,0.000367,0.013280
MLH1,-0.09,0.192785,1.000000
UNG,-0.12,0.189401,1.000000
FMO4,-0.20,0.227660,1.000000
KLHL20,-0.02,0.779296,1.000000
RGS11,-1.36,0.656092,1.000000
SLC46A1,-0.13,0.492860,1.000000
PLXNA2,0.82,0.787249,1.000000
SPAG5,0.06,0.242468,1.000000
ANKRD13A,-0.01,0.846161,1.000000
TPD52,-0.38,0.000000,0.000005
ACACB,0.56,0.000000,0.000000
TRAF4,-0.41,0.004985,0.113853
PAG1,0.21,0.393126,1.000000
GPATCH1,-0.05,0.410399,1.000000
ICAM3,0.96,0.099457,0.876320
NT5C2,0.08,0.302552,1.000000
MCAM,0.18,0.846257,1.000000
GPC4,-0.14,0.294406,1.000000
MBNL3,0.04,0.655951,1.000000
CAMSAP3,-0.01,0.935003,1.000000
RAP1GAP,0.22,0.144402,1.000000
XAB2,-0.02,0.764182,1.000000
ARHGEF1,0.19,0.006582,0.141399
STXBP2,-0.04,0.487298,1.000000
MAP2K7,0.08,0.174998,1.000000
NMRK2,,,
DGKD,0.07,0.283783,1.000000
CTTNBP2,-1.63,0.783244,1.000000
ACTL6B,0.82,0.889736,1.000000
RARB,-0.42,0.372634,1.000000
TOP2B,0.13,0.024334,0.375193
TM9SF3,0.01,0.925948,1.000000
NFKB2,0.42,0.000029,0.001373
UBE2T,-0.05,0.703477,1.000000
PPP1R12B,0.14,0.201683,1.000000
DNAJC10,-0.02,0.727761,1.000000
GTF3C1,0.09,0.250728,1.000000
IL4R,0.39,0.000000,0.000000
USP33,0.01,0.836927,1.000000
PAK3,,,
CAPN6,,,
DCX,,,
SNRPA,-0.01,0.898849,1.000000
SPAG6,-0.61,0.001940,0.053729
EXOSC5,0.07,0.513854,1.000000
DYNC1I2,-0.01,0.924409,1.000000
APBB1IP,-0.02,0.753959,1.000000
LRCH4,0.48,0.000000,0.000000
FAM76B,-0.05,0.511034,1.000000
SIRT6,0.05,0.615067,1.000000
TYR,,,
POLD3,-0.10,0.067927,0.721331
ACTN2,-0.42,0.687220,1.000000
CAPZB,0.00,0.975161,1.000000
GPR137B,-0.02,0.870363,1.000000
NAALAD2,0.48,0.063991,0.698503
JADE1,-0.12,0.068320,0.722672
SLC25A43,-0.03,0.725751,1.000000
UBE2A,-0.10,0.072795,0.744316
FGFR1,0.51,0.000000,0.000005
FKBP6,,,
SMC1B,0.19,0.562084,1.000000
FBLN1,-0.81,0.000884,0.028269
ITGA8,,,
CST7,-0.84,0.000000,0.000000
MAP2,0.00,1.000000,1.000000
PIAS2,0.08,0.261406,1.000000
AMPH,-1.16,0.232811,1.000000
ARAF,0.02,0.745484,1.000000
MCCC1,0.00,0.965365,1.000000
LAMP3,-0.13,0.891492,1.000000
FAP,-2.01,0.022464,0.354799
NEBL,-1.40,0.002503,0.066555
